categoria_principal,shop,amenity,office,tourism,leisure,craft,healthcare,name,addr:street,addr:housenumber,lat,lon,tipo_actividad
shop,bag,,,,,,,Cactus,,,41.3747539,2.1678531,bag
shop,doityourself,,,,,,,Servei Estació,Carrer d'Aragó,272,41.3915276,2.1643195,doityourself
shop,convenience,,,,,,,IKEA Swedish Food Market,,,41.3948927,2.1520612,convenience
shop,copyshop,,,,,,,WorkCenter,Avinguda Diagonal,437,41.3939958,2.1505605,copyshop
shop,supermarket,,,,,,,Open Cor,Carrer del Capità Arenas,25,41.3910021,2.1256514,supermarket
shop,convenience,,,,,,,Supermarket,Rambla de Mercedes,24,41.4123701,2.1546475,convenience
shop,florist,,,,,,,,,,41.3816458,2.1727708,florist
shop,florist,,,,,,,,,,41.3816007,2.1729644,florist
shop,florist,,,,,,,2-Plantas,,,41.3814949,2.1730678,florist
shop,florist,,,,,,,5-M.Escudé,,,41.3817677,2.1726712,florist
shop,florist,,,,,,,La flor de la Rambla,,,41.3821692,2.1724526,florist
shop,florist,,,,,,,La flor de la Rambla,,,41.3822479,2.172391,florist
shop,convenience,,,,,,,Mercat Felip II,,,41.4221944,2.1854353,convenience
shop,supermarket,,,,,,,Condis,,,41.4468135,2.1747937,supermarket
shop,supermarket,,,,,,,Consum,Carrer de Sant Francesc Xavier,8,41.4416041,2.1780626,supermarket
shop,supermarket,,,,,,,Mercadona,,,41.4375701,2.1804956,supermarket
shop,sports,,,,,,,Patinpatl,,,41.3973856,2.1826363,sports
shop,bakery,,,,,,,Forn de Pa Laia,Carrer de Ribes,36,41.3982628,2.18314,bakery
shop,rental,bicycle_rental,,,,,,we bike rent,Carrer de Cervantes,5,41.381257,2.1773769,rental
shop,supermarket,,,,,,,Mercadona,Carrer de Tirso de Molina,20,41.376111,2.1314448,supermarket
shop,butcher,,,,,,,Carniseria Moliner,,,41.3769893,2.1319929,butcher
shop,supermarket,,,,,,,Consum,,,41.3755969,2.1311301,supermarket
shop,supermarket,,,,,,,Dia,Carrer del Roser,18,41.373761,2.1668348,supermarket
shop,supermarket,,,,,,,Condis,,,41.3761509,2.1352817,supermarket
shop,convenience,,,,,,,plats i olles,,,41.4254729,2.1799028,convenience
shop,bakery,,,,,,,,,,41.4458015,2.1764911,bakery
shop,hairdresser,,,,,,,,,,41.4462656,2.1761852,hairdresser
shop,supermarket,,,,,,,Dia,,,41.3901775,2.1488058,supermarket
shop,supermarket,,,,,,,Caprabo,,,41.3789612,2.1704622,supermarket
shop,convenience,,,,,,,Super&Regals,Avenida Gaudí,8,41.4051547,2.1745971,convenience
shop,supermarket,,,,,,,Lidl,Carrer de Bac de Roda,178,41.4127914,2.1974089,supermarket
shop,supermarket,,,,,,,Bonpreu,Carrer d'Andrade,58,41.4124433,2.1967739,supermarket
shop,supermarket,,,,,,,Condis,,,41.4138911,2.2020633,supermarket
shop,supermarket,,,,,,,Condis,Carrer d'Alcántara,14-16,41.4457676,2.1725927,supermarket
shop,bakery,,,,,,,,,,41.4459517,2.1727083,bakery
shop,hairdresser,,,,,,,Marco Aldany,,,41.4046529,2.1962971,hairdresser
shop,optician,cafe,,,,,,Rambla Poblenou,,,41.4046882,2.1967694,optician
shop,supermarket,,,,,,,Mercadona,,,41.4023418,2.1991561,supermarket
shop,confectionery,,,attraction,,,,Pastelería Escribá Rambla De Les Flors,Gran Via de les Corts Catalanes,546,41.3815258,2.1726713,confectionery
shop,gift,,,,,,,Souvernis Sports,La Rambla,69,41.381036,2.1731293,gift
shop,gift,,,,,,,Barcelona is My Style,La Rambla,69,41.3810752,2.1730901,gift
shop,hairdresser,,,,,,,HED,,,41.3843654,2.1693054,hairdresser
shop,jewelry,,,,,,,Aguade Bijuteria,Carrer d'Avinyó,1,41.3818432,2.1755817,jewelry
shop,bakery,,,,,,,Boix,,,41.3836486,2.1695479,bakery
shop,electronics,,,,,,,Telefónica,,,41.3839925,2.170792,electronics
shop,gift,,,,,,,Regals Pacheco,,,41.3840315,2.1707664,gift
shop,convenience,,,,,,,Saha,,,41.3843196,2.1686707,convenience
shop,chemist,,,,,,,Drogueria Gomara,,,41.383702,2.1693268,chemist
shop,stationery,,,,,,,La Bolsera Professional,Carrer d'en Xuclà,15,41.3833679,2.1700135,stationery
shop,bicycle,,,,,,,Ciclo tour,,,41.3846255,2.1679948,bicycle
shop,convenience,,,,,,,La Portorriqueña,Carrer d'en Xuclà,25,41.3836497,2.1694288,convenience
shop,herbalist,,,,,,,Manantial de Salud,,,41.3836208,2.1696144,herbalist
shop,furniture,,,,,,,Matalasseria Agustí Montfort,,,41.3834726,2.169815,furniture
shop,greengrocer,,,,,,,L'Olla Framir,,,41.3834122,2.1699008,greengrocer
shop,books,,,,,,,Testimonio,,,41.3834404,2.1698579,books
shop,stationery,,,,,,,Party-Fiesta,,,41.3833855,2.1702901,stationery
shop,butcher,,,,,,,P.Toran,,,41.3843133,2.1665958,butcher
shop,gift,,,,,,,Henna,,,41.3844156,2.1685396,gift
shop,doityourself,,,,,,,Beca-Medri,,,41.3844697,2.1684824,doityourself
shop,greengrocer,,,,,,,Fruteria Jaime,,,41.3845732,2.1682362,greengrocer
shop,stationery,,,,,,,Llenas,,,41.3848139,2.1681764,stationery
shop,clothes,,,,,,,Salewa Store Barcelona,Carrer de la Canuda,41,41.3849468,2.1730368,clothes
shop,laundry,,,,,,,1991,,,41.402923,2.1446664,laundry
shop,hairdresser,,,,,,,Perrocker,,,41.4029834,2.1451385,hairdresser
shop,supermarket,,,,,,,Caprabo,,,41.4023154,2.1452028,supermarket
shop,supermarket,,,,,,,Consum,,,41.4024683,2.1456319,supermarket
shop,bakery,,,,,,,Bopan,,,41.4012853,2.1468444,bakery
shop,shoes,,,,,,,Camila's,,,41.4014221,2.1469409,shoes
shop,yes,,,,,,,Raig,,,41.3852806,2.1697931,yes
shop,photo,,,,,,,Panorama,,,41.3847922,2.1701768,photo
shop,musical_instrument,,,,,,,Musical Emporium,,,41.384988,2.1700387,musical_instrument
shop,kiosk,,,,,,,,,,41.3851947,2.1703857,kiosk
shop,clothes,,,,,,,Florencia,,,41.3852613,2.1705549,clothes
shop,convenience,,,,,,,Consum,,,41.4130618,2.2176703,convenience
shop,mobile_phone,,,,,,,Orange,,,41.3863068,2.1710418,mobile_phone
shop,clothes,,,,,,,Decimas,,,41.3885959,2.1723798,clothes
shop,clothes,,,,,,,Levi's,Passeig de Gràcia,41,41.3915093,2.1651777,clothes
shop,art,,,,,,,Sala Dalmau,Carrer del Consell de Cent,349-351,41.3910304,2.1654329,art
shop,bag,,,,,,,Tumi,Carrer de la Diputació,267,41.3902811,2.1666454,bag
shop,clothes,,,,,,,Nike,Passeig de Gràcia,17,41.3898059,2.1672174,clothes
shop,supermarket,,,,,,,Condis,Carrer de la Junta del Comerç,19,41.3796645,2.1717527,supermarket
shop,supermarket,,,,,,,Jespac,Carrer de Mallorca,187-189,41.3896126,2.1567295,supermarket
shop,chemist,,,,,,,Schlecker,,,41.3903227,2.156848,chemist
shop,car_repair,,,,,,,VW,,,41.3887829,2.1557461,car_repair
shop,supermarket,,,,,,,Condis,Avinguda del Paral·lel,93,41.3747729,2.16436,supermarket
shop,supermarket,,,,,,,Caprabo,,,41.3806017,2.1889995,supermarket
shop,convenience,,,,,,,Colmado Alegre,Lança,43,41.3801719,2.1452053,convenience
shop,supermarket,,,,,,,Caprabo,,,41.3952853,2.1242464,supermarket
shop,frozen_food,,,,,,,La Sirena,,,41.3956814,2.1249031,frozen_food
shop,supermarket,,,,,,,Dia,,,41.4170257,2.1707589,supermarket
shop,supermarket,,,,,,,Covirán,Avinguda de la Mare de Déu de Montserrat,139,41.4166857,2.17028,supermarket
shop,mobile_phone,,,,,,,Vodafone,,,41.3863872,2.172348,mobile_phone
shop,convenience,,,,,,,Queviures Atlàntida,,,41.3903555,2.1457839,convenience
shop,supermarket,,,,,,,Mercadona,Carrer d'Andrade,22,41.4107728,2.194425,supermarket
shop,supermarket,,,,,,,Supermercat Pintor Fortuny,Carrer del Pintor Fortuny,32,41.3823171,2.16861,supermarket
shop,alcohol,bar,,,,,,2D2Dspuma,Carrer de la Manigua,8,41.4225197,2.1794431,alcohol
shop,bakery,,,,,,,,,,41.44684,2.1756309,bakery
shop,car_repair,,,,,,,,,,41.4462328,2.1756899,car_repair
shop,gift,,,,,,,Botiga oficial,,,41.4134339,2.1529905,gift
shop,convenience,,,,,,,,,,41.3852426,2.16591,convenience
shop,mall,,,,,,,El Triangle,Plaça de Catalunya,1-4,41.3858984,2.1690931,mall
shop,vacant,,,,,,,,Carrer de Calàbria,263,41.3871047,2.1447862,vacant
shop,newsagent,,,,,,,,,,41.3863303,2.1441065,newsagent
shop,variety_store,,,,,,,Action,,,41.3861486,2.1444284,variety_store
shop,supermarket,,,,,,,Coaliment Paris,Carrer de París,53-61,41.3869796,2.1442296,supermarket
shop,supermarket,,,,,,,Caprabo,Carrer de Rocafort,235,41.3851237,2.1454326,supermarket
shop,supermarket,,,,,,,Caprabo,,,41.3761973,2.1686774,supermarket
shop,hardware,,,,,,,Merino,,,41.3770044,2.1698129,hardware
shop,supermarket,,,,,,,Dia,,,41.3826721,2.1711395,supermarket
shop,supermarket,,,,,,,Supermercat Coaliment,Carrer Bergara,5,41.3860999,2.1679417,supermarket
shop,supermarket,,,,,,,Bonpreu,Carrer de Pi i Margall,,41.4065703,2.1635248,supermarket
shop,hairdresser,,,,,,,,,,41.4052048,2.2125855,hairdresser
shop,greengrocer,,,,,,,Cal Fruitós,,,41.4048148,2.19663,greengrocer
shop,bicycle,,,,,,,Biking Point Provença,Carrer de Provença,157,41.3895576,2.1544404,bicycle
shop,supermarket,,,,,,,BonÀrea,,,41.3887775,2.1546114,supermarket
shop,supermarket,,,,,,,Spar,,,41.3918433,2.152291,supermarket
shop,bicycle,,,,,,,King Bikes,,,41.4206171,2.138335,bicycle
shop,supermarket,,,,,,,Dia,Carrer Vinyar,,41.4408242,2.1819658,supermarket
shop,florist,,,,,,,L'hort de casa meva,,,41.446744,2.174302,florist
shop,supermarket,,,,,,,Jespac,Avinguda de la República Argentina,179-181,41.4114593,2.1420651,supermarket
shop,bakery,,,,,,,L'Obrador del Molí,Avinguda Republica Argentina,,41.4114567,2.1421601,bakery
shop,erotic,,,,,,,Amantis Sant Antoni,Carrer de Casanova,15,41.3832531,2.1614436,erotic
shop,bakery,,,,,,,Horno Sant Jordi S.L.,Carrer de la Llibreteria,8,41.3830987,2.177326,bakery
shop,convenience,,,,,,,Bio Nyam,Travessera de Gràcia,"315,317",41.4064736,2.1659151,convenience
shop,vacant,,,,,,,,Sant Domenec,6,41.3997355,2.1563802,vacant
shop,bakery,,,,,,,MaxciPa,Avinguda Republica Argentina,,41.4114571,2.1422306,bakery
shop,convenience,,,,,,,,,,41.4061799,2.1901275,convenience
shop,bakery,,,,,,,Jaume,,,41.4078939,2.1888829,bakery
shop,bakery,,,,,,,Forn,,,41.4064857,2.1904601,bakery
shop,bakery,,,,,,,,,,41.4181707,2.1408096,bakery
shop,bakery,,,,,,,La Farineta,,,41.4187531,2.1396071,bakery
shop,convenience,,,,,,,,,,41.4190127,2.1410716,convenience
shop,kiosk,,,,,,,Oliva Negra,,,41.4194226,2.1409726,kiosk
shop,convenience,,,,,,,Super Fresco,,,41.420389,2.1407818,convenience
shop,convenience,,,,,,,,,,41.4181317,2.1408139,convenience
shop,convenience,,,,,,,Bruniquer,Carrer de Bruniquer,63,41.4056945,2.1622289,convenience
shop,pet,,,,,,,BUF,,,41.4070008,2.1636054,pet
shop,sports,,,,,,,Lluch,Carrer d'Hipòlit Lázaro,34,41.40726,2.1638032,sports
shop,kiosk,,,,,,,Quiosc Albert Collado,,,41.4052393,2.1630302,kiosk
shop,convenience,,,,,,,Mayor i Detall,,,41.4071685,2.1628702,convenience
shop,florist,,,,,,,bonbee,Carrer de Pi i Margall,"1,3",41.405981,2.1627408,florist
shop,supermarket,,,,,,,Consum,,,41.3771709,2.1255716,supermarket
shop,supermarket,,,,,,,Consum,,,41.3793567,2.1260534,supermarket
shop,supermarket,,,,,,,Condis,,,41.3780137,2.1270245,supermarket
shop,supermarket,,,,,,,Caprabo,,,41.3776523,2.1293602,supermarket
shop,medical_supply,,,,,,,Ortofarmàcia Serra-Fortuny,,,41.4067413,2.1777391,medical_supply
shop,supermarket,,,,,,,Lidl,,,41.4063957,2.1808131,supermarket
shop,supermarket,,,,,,,Lidl,,,41.3741246,2.1307557,supermarket
shop,chemist,,,,,,,Clarel,,,41.3781103,2.1271913,chemist
shop,greengrocer,,,,,,,Punt Fresc,,,41.3796431,2.1266274,greengrocer
shop,kiosk,,,,,,,,,,41.3760511,2.1641229,kiosk
shop,copyshop,,,,,,,,,,41.3898727,2.1501775,copyshop
shop,bakery,,,,,,,Forn de la Virreina,,,41.4040442,2.1580138,bakery
shop,kiosk,,,,,,,,,,41.3909259,2.1517056,kiosk
shop,kiosk,,,,,,,,,,41.4039498,2.1736355,kiosk
shop,bakery,,,,,,,MacxiPa,,,41.4061309,2.1763758,bakery
shop,greengrocer,,,,,,,El cabàs,Carrer de Provença,487,41.4065237,2.1770851,greengrocer
shop,kiosk,,,,,,,,Carrer de Cartagena,230,41.4070425,2.1799597,kiosk
shop,greengrocer,,,,,,,Supermercat Fruites i Verdures,,,41.4066059,2.1800635,greengrocer
shop,bakery,,,,,,,Forn Jovic,Carrer de los Castillejos,243,41.404947,2.1801932,bakery
shop,greengrocer,,,,,,,Frutas y Verduras Castillejos,,,41.4039161,2.1815407,greengrocer
shop,greengrocer,,,,,,,Sanabra Fruites Verdures,Carrer de Padilla,216,41.4042151,2.1793718,greengrocer
shop,optician,,,,,,,Arense,Carrer de Provença,470,41.4053904,2.1758527,optician
shop,bakery,,,,,,,Paníssim,Carrer de Padilla,240,41.4057132,2.1773913,bakery
shop,greengrocer,,,,,,,Disfruta,Carrer de los Castillejos,261,41.4057825,2.1790164,greengrocer
shop,supermarket,,,,,,,Condis,,,41.3732668,2.1695439,supermarket
shop,convenience,,,,,,,Alimentació Bach,Carrer de Sant Lluís,27,41.4049736,2.1594408,convenience
shop,bakery,,,,,,,Santa Clara,Travessera de Gràcia,,41.4033977,2.1613308,bakery
shop,convenience,,,,,,,Alimentacion Mila,,,41.4018549,2.1617176,convenience
shop,bakery,,,,,,,Forn Yara,Carrer de Milà i Fontanals,54,41.4017827,2.161802,bakery
shop,supermarket,,,,,,,Herbodietètica Las Maravillas,Carrer de la Fraternitat,46,41.4010895,2.1599276,supermarket
shop,convenience,,,,,,,Carrefour Market,,,41.392021,2.1259431,convenience
shop,convenience,,,,,,,España Alimentació,,,41.4229296,2.1459186,convenience
shop,supermarket,,,,,,,Condis,,,41.4222359,2.1441562,supermarket
shop,hardware,,,,,,,FECRA,Carrer d'Arenys,32,41.4219285,2.1433495,hardware
shop,bakery,,,,,,,Mollipa Forners,,,41.4218097,2.1427604,bakery
shop,supermarket,,,,,,,,Gran Via de les Corts Catalanes,581,41.3854678,2.1625757,supermarket
shop,hardware,,,,,,,Cofac Rubens,,,41.4278705,2.1585951,hardware
shop,supermarket,,,,,,,Bonpreu,,,41.3932977,2.1249657,supermarket
shop,kiosk,,,,,,,,,,41.3900949,2.1260686,kiosk
shop,kiosk,,,,,,,,,,41.3898697,2.1205601,kiosk
shop,convenience,,,,,,,A Deshora (24h),,,41.3903537,2.12436,convenience
shop,books,,,,,,,"Papereria i llibreria ""Centro Europeo""",,,41.3900279,2.1233515,books
shop,bakery,,,,,,,MacxiPa,,,41.3911103,2.1246443,bakery
shop,hairdresser,,,,,,,Llongueras,,,41.3927753,2.1267716,hairdresser
shop,car,,,,,,,Quadis Autolica,Passeig de Manuel Girona,,41.3916586,2.1257589,car
shop,clothes,,,,,,,H&M,Avinguda Diagonal,579-585,41.3891616,2.1325571,clothes
shop,seafood,,,,,,,,,,41.3940666,2.1257735,seafood
shop,bakery,,,,,,,L'Obrador del molí,,,41.3941806,2.1264085,bakery
shop,bakery,,,,,,,Pastisseria Santa Gemma (TANCAT/CLOSED),Carrer de Manila,,41.3900845,2.1259042,bakery
shop,convenience,,,,,,,SEMON (TANCAT/CLOSED 2006),Carrer del Capità Arenas,,41.390306,2.1259364,convenience
shop,greengrocer,,,,,,,,,,41.3936983,2.1249957,greengrocer
shop,bakery,,,,,,,Maxipan,,,41.3938292,2.1253337,bakery
shop,alcohol,,,,,,,Lafuente,,,41.3949077,2.124411,alcohol
shop,bakery,,,,,,,El Molí Vell,,,41.3934429,2.1265729,bakery
shop,pastry,,,,,,,Pastisseria Forn de Sant Joan,,,41.4039284,2.155133,pastry
shop,supermarket,,,,,,,Organic Market,Carrer d'Astúries,22,41.4031304,2.1540527,supermarket
shop,books,,,,,,,Hibernian Llibreria Anglesa,,,41.4019349,2.1546299,books
shop,outdoor,,,,,,,Cerclesport,Carrer de Sant Lluís,44-48,41.4056139,2.1606936,outdoor
shop,hairdresser,,,,,,,Sesion Perruquers (Home),,,41.4053467,2.1599869,hairdresser
shop,garden_centre,,,,,,,Jarclos,,,41.4169991,2.1355783,garden_centre
shop,car_repair,,,,,,,Electro Mecánica de la Automoción s.l.,,,41.4152178,2.142651,car_repair
shop,kiosk,,,,,,,Quiosc Revolució,,,41.4024637,2.1582859,kiosk
shop,supermarket,,,,,,,OpenCor,,,41.3947291,2.133976,supermarket
shop,clothes,,,,,,,Sfera,Avinguda Diagonal,557,41.3901353,2.1367953,clothes
shop,sports,,,,,,,Decathlon,Avinguda Diagonal,557,41.3893549,2.1333023,sports
shop,clothes,,,,,,,Primark,,,41.3892535,2.1366859,clothes
shop,electronics,,,,,,,Fnac,,,41.3900974,2.1363247,electronics
shop,supermarket,,,,,,,Jespac Supermercats,Carrer del Consell de Cent,246,41.3869304,2.1603923,supermarket
shop,convenience,,,,,,,Salgado,Carrer del Beat Almató,,41.4164639,2.1475324,convenience
shop,bakery,,,,,,,Forn Mistral. Gràcia,Carrer d'Astúries,35,41.4034174,2.1542957,bakery
shop,computer,,,,,,,Traxtore,Carrer de Sepúlveda,155,41.3834144,2.1625429,computer
shop,convenience,,,,,,,Mini Mix,,,41.3830876,2.1850665,convenience
shop,books,,,,,,,La Central,Carrer de Mallorca,237,41.3920495,2.1600012,books
shop,medical,,,,,,,Ortopèdia Vall d'Hebron,,,41.4208852,2.1407896,medical
shop,supermarket,,,,,,,Bon Area,,,41.4012482,2.151385,supermarket
shop,electronics,,,,,,,CeX,Passeig de Fabra i Puig,123,41.4300765,2.1815374,electronics
shop,florist,,,,,,,Flores y Plantas San Juan,,,41.4185278,2.1394972,florist
shop,bakery,,,,,,,Forn del Passeig,Passeig de Fabra i Puig,140,41.4303903,2.1810197,bakery
shop,bakery,,,,,,,,,,41.4314962,2.1805659,bakery
shop,supermarket,,,,,,,Caprabo,,,41.4303627,2.1791329,supermarket
shop,furniture,,,,,,,FACIL mobel,,,41.43043,2.1800969,furniture
shop,clothes,,,,,,,INside,,,41.4303523,2.1797849,clothes
shop,convenience,,,,,,,Autoservicio Manuel Alonso,,,41.4307545,2.1810239,convenience
shop,shoes,,,,,,,EL PASEO,,,41.4301405,2.1796521,shoes
shop,telecommunication,,,,,,,Orange,,,41.4301335,2.1785664,telecommunication
shop,confectionery,,,,,,,Pastisseria LLISO,,,41.4303806,2.1777862,confectionery
shop,books,,,,,,,Santos Ochoa,,,41.4301361,2.1784595,books
shop,clothes,,,,,,,Stradivarius,,,41.4303518,2.1789375,clothes
shop,telecommunication,,,,,,,Movistar,,,41.4305078,2.1815624,telecommunication
shop,telecommunication,,,,,,,Movistar,,,41.4304186,2.1806077,telecommunication
shop,travel_agency,,,,,,,Viajes Iberia,,,41.4303239,2.1821933,travel_agency
shop,telecommunication,,,,,,,Vodafone,,,41.430327,2.1820014,telecommunication
shop,telecommunication,,,,,,,Vodafone,,,41.4305445,2.1810098,telecommunication
shop,supermarket,,,,,,,Condis,Rambla de Volart,12,41.4160116,2.1793486,supermarket
shop,bakery,,,,,,,Forn de la Lluisa,,,41.3973886,2.1810451,bakery
shop,bakery,,,,,,,El molí vell,,,41.435776,2.191071,bakery
shop,kiosk,,,,,,,,,,41.4097288,2.1552549,kiosk
shop,supermarket,,,,,,,Sorli Discau,,,41.4080772,2.1567221,supermarket
shop,hairdresser,,,,,,,El Tocador de Lula,Plaça de Rovira Trias,5,41.4075559,2.1587772,hairdresser
shop,optician,,,,,,,Ray-Ban,,,41.3889322,2.1694429,optician
shop,greengrocer,,,,,,,,,,41.3860342,2.1745693,greengrocer
shop,copyshop,,,,,,,,,,41.3709742,2.1819797,copyshop
shop,books,,,,,,,Papeleria Dorita,Carrer de Teodora Lamadrid,26,41.4068996,2.1366703,books
shop,bakery,,,,,,,itaway,Carrer del Rosselló,112,41.3884737,2.1511604,bakery
shop,convenience,,,,,,,Open Super Fresc Alimentació,Carrer del Rosselló,145,41.3885025,2.1508079,convenience
shop,copyshop,,,,,,,Centre d'Impressió Digital,Carrer del Rosselló,143,41.3884683,2.1507585,copyshop
shop,bakery,,,,,,,La Panera,,,41.4374937,2.1563976,bakery
shop,car_repair,,,,,,,Rodi,,,41.4362591,2.1539407,car_repair
shop,hairdresser,,,,,,,Meyca,,,41.4372082,2.1575429,hairdresser
shop,supermarket,,,,,,,Condis,,,41.4356437,2.1571111,supermarket
shop,confectionery,,,,,,,House of Candy,Gran Via de les Corts Catalanes,618,41.3878102,2.1665612,confectionery
shop,supermarket,,,,,,,Super Casanova,Carrer de Casanova,,41.3824052,2.1624256,supermarket
shop,supermarket,,,,,,,Condis,,,41.3771825,2.1121417,supermarket
shop,convenience,,,,,,,Ultramarins Salatiel,Carrer de Pizarro,11,41.3817333,2.1883594,convenience
shop,gift,,,,,,,ALE-HOP,,,41.3819147,2.1869178,gift
shop,bakery,,,,,,,Forn de pa Balboa,,,41.3820054,2.1880447,bakery
shop,supermarket,,,,,,,Dia,,,41.3822852,2.188448,supermarket
shop,supermarket,,,,,,,Spar,,,41.3801129,2.1882542,supermarket
shop,supermarket,,,,,,,Spar,,,41.3803462,2.1887534,supermarket
shop,supermarket,,,,,,,Condis,,,41.3820067,2.1898797,supermarket
shop,kiosk,,,,,,,,,,41.3797787,2.1891624,kiosk
shop,supermarket,,,,,,,Condis,Carrer d'Aragó,526,41.4052364,2.182648,supermarket
shop,supermarket,,,,,,,Condis,,,41.4107795,2.1883281,supermarket
shop,sports,,,,,,,Football Addicts,Carrer de la Marina,251,41.4033556,2.1757042,sports
shop,supermarket,,,,,,,Mercat Villalba,,,41.3773681,2.119519,supermarket
shop,bakery,,,,,,,Lola's Cake,Sepúlveda 123,,41.3809597,2.1592836,bakery
shop,supermarket,,,,,,,Bonpreu,,,41.4140368,2.18928,supermarket
shop,bag,,,,,,,PINZAT,Carrer de Grunyí,7,41.3840987,2.1802839,bag
shop,florist,,,,,,,,,,41.4386871,2.169763,florist
shop,bakery,,,,,,,Rovira,,,41.3759528,2.1177927,bakery
shop,coffee,,,,,,,Cafetería Rocafort,Carrer de Rocafort,246-248,41.3863539,2.1441127,coffee
shop,motorbike rent and travels,,,,,,,PauTravelMoto,Diputació,18,41.3775889,2.1502404,motorbike rent and travels
shop,convenience,,,,,,,,,,41.395195,2.1427458,convenience
shop,supermarket,,,,,,,,,,41.3955415,2.1423536,supermarket
shop,accessories,,,,,,,Rosanne,Vidrieria,11,41.3841468,2.1829539,accessories
shop,supermarket,,,,,,,Consum,,,41.3820828,2.1367034,supermarket
shop,supermarket,,,,,,,Condis,Plaça del Centre,9,41.3822563,2.1357698,supermarket
shop,car,,,,,,,Mazda Inter Sport,,,41.3846971,2.1361849,car
shop,car,,,,,,,Volkswagen,,,41.3836078,2.1366776,car
shop,supermarket,,,,,,,Mercadona,,,41.381252,2.1267921,supermarket
shop,car_repair,,,,,,,,,,41.3787935,2.1230471,car_repair
shop,supermarket,,,,,,,Caprabo,,,41.3804716,2.1298667,supermarket
shop,chemist,,,,,,,Rossmann,Carrer de Numància,46,41.3832208,2.1394525,chemist
shop,supermarket,,,,,,,Caprabo,Carrer de Cartellà,87,41.4281908,2.170384,supermarket
shop,supermarket,,,,,,,Condis,Carrer de Cartellà,83-85,41.4280184,2.171184,supermarket
shop,supermarket,,,,,,,Caprabo,Carrer de Costa i Cuxart,13-23,41.4279901,2.174133,supermarket
shop,supermarket,,,,,,,Dia,Carrer de Radas,7,41.3745191,2.1612935,supermarket
shop,chemist,,,,,,,Clarel,Carrer de Radas,1,41.3746757,2.1613801,chemist
shop,supermarket,,,,,,,BonÀrea,Carrer de Radas,2B,41.3738074,2.1608907,supermarket
shop,bakery,,,,,,,365 café,Avinguda del Paral·lel,54,41.3750944,2.1710992,bakery
shop,bakery,,,,,,,Vivari,,,41.3824889,2.137724,bakery
shop,bakery,,,,,,,Arenas Molins,,,41.3827747,2.1385019,bakery
shop,bakery,,,,,,,Masedy,,,41.3827529,2.1383963,bakery
shop,bakery,,,,,,,365,,,41.3832695,2.1386857,bakery
shop,car,,,,,,,Volvo,,,41.3835486,2.1393697,car
shop,supermarket,,,,,,,Mercadona,Carrer de Ramon Turró,331-335,41.4061304,2.2109384,supermarket
shop,supermarket,,,,,,,Mercadona,Carrer de Provençals,22 C,41.4064398,2.2101589,supermarket
shop,erotic,,,,,,,Condonia.com,Avinguda de Mistral,10,41.3775301,2.1588625,erotic
shop,hairdresser,,,,,,,El Petit Saló,Sant Crist,50,41.3746579,2.1384455,hairdresser
shop,car_repair,,,,,,,Castillo Motors,Carrer d'Almeria,14,41.3736637,2.1380861,car_repair
shop,supermarket,,,,,,,Caprabo,,,41.3745734,2.1387839,supermarket
shop,supermarket,,,,,,,Mercadona,Carrer de Tarragona,177,41.3794731,2.1432138,supermarket
shop,bakery,,,,,,,Forn Solá,Carrer del Regomir,12,41.3811616,2.1795361,bakery
shop,butcher,,,,,,,Cansaladeria Corominas,Carrer del Regomir,10,41.3811755,2.1794552,butcher
shop,supermarket,,,,,,,Dia Market,Carrer de la Comtessa de Sobradiel,3,41.3808774,2.1780868,supermarket
shop,convenience,,,,,,,Supermercats Llibreteria,Carrer de la Llibreteria,5,41.3831119,2.1771794,convenience
shop,kiosk,,,,,,,,,,41.3772531,2.1466768,kiosk
shop,kiosk,,,,,,,ONCE,,,41.3758405,2.1496236,kiosk
shop,kiosk,,,,,,,ONCE,,,41.3750466,2.1704648,kiosk
shop,coffee,cafe,,,,,,chromatic café,Carrer de les Carolines,26,41.4032686,2.150339,coffee
shop,convenience,,,,,,,Carrefour Express,,,41.4048872,2.1737361,convenience
shop,clothes,,,,,,,Atalanta,Carrer de la Princesa,10,41.3844885,2.1792911,clothes
shop,clothes,,,,,,,Cotoners,,,41.3843533,2.179533,clothes
shop,gift,,,,,,,Montcada 8,,,41.3852086,2.1805396,gift
shop,supermarket,,,,,,,Condis,,,41.4279078,2.1794063,supermarket
shop,florist,,,,,,,Floristeria Jacaranda,"Travessera de Dalt, 21",21,41.4085507,2.1519573,florist
shop,newsagent,,,,,,,,,,41.4233659,2.2058401,newsagent
shop,supermarket,,,,,,,Condis,,,41.4429836,2.1765635,supermarket
shop,hairdresser,,,,,,,,,,41.4427302,2.1752342,hairdresser
shop,kiosk,,,,,,,,,,41.3660898,2.1520799,kiosk
shop,supermarket,,,,,,,Dia,Avinguda de la República Argentina,31,41.4083034,2.1472479,supermarket
shop,supermarket,,,,,,,Dia,Carrer de Verdi,237,41.4095619,2.1512953,supermarket
shop,supermarket,,,,,,,Ametller Origen,Carrer del Torrent de l'Olla,187,41.405565,2.1532652,supermarket
shop,supermarket,,,,,,,Dia,Carrer de Guillem Tell,28-32,41.402391,2.1482945,supermarket
shop,supermarket,,,,,,,Plusfresc,Carrer de Teodora Lamadrid,21,41.4064092,2.1371428,supermarket
